,Date,Year,Type,Country,Area,Location,Activity,Injury,Fatal,Time,Species,address,Latitude,Longitude
1542,07-Feb-1982,1982.0,Unprovoked,USA,Florida,Elliot Key,diving,"fatal disappeared while diving, bathing suit & diving gear recovered bore marks of shark's teeth",Yes,,,"Elliot Key,Florida,USA",36.203974,-115.273276
1543,1982,1982.0,Unprovoked,TUNISIA,Biserta,Bechateur,fishing,no details,No,,,"Bechateur,Biserta,TUNISIA",37.3055034,9.7405
1544,13-Dec-1981,1981.0,Unprovoked,AUSTRALIA,Queensland,Green Island,other,abdomen lacerated,No,,,"Green Island,Queensland,AUSTRALIA",-16.759155749999998,145.9734981976306
1545,19-Oct-1981,1981.0,Unprovoked,USA,Florida,"Jupiter Island, Brevard County",swimming,hand & forearm bitten,No,11h30,1.8 m to 2.4 m [6' to 8'] shark,"Jupiter Island, Brevard County,Florida,USA",27.9875452,-80.6700668
1546,17-Oct-1981,1981.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",surfing,no details,No,09h45,,"Palm Beach, Palm Beach County,Florida,USA",26.7056172,-80.0361517
1547,16-Oct-1981,1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,puncture wounds to left foot,No,,,"Cocoa Beach, Brevard County,Florida,USA",28.3194741,-80.6102592
1548,01-Oct-1981,1981.0,Unprovoked,USA,Florida,"Playalinda Beach, Brevard County",surfing,laceration to right leg,No,,6' shark,"Playalinda Beach, Brevard County,Florida,USA",28.6548961,-80.6308632
1549,28-Sep-1981,1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,5 puncture marks to hip,No,18h00,,"Cocoa Beach, Brevard County,Florida,USA",28.3194741,-80.6102592
1550,27-Sep-1981,1981.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",surfing,lacerations to right hand,No,,,"Melbourne Beach, Brevard County,Florida,USA",28.0683496,-80.5603303
1551,15-Sep-1981,1981.0,Unprovoked,USA,Florida,"Tampa Bay, Manatee County",swimming,"fatal, right calf bitten",Yes,P.M.,said to involve a tiger shark or a hammerhead shark,"Tampa Bay, Manatee County,Florida,USA",27.5483331,-82.4267265
1552,03-Sep-1981,1981.0,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",surfing,lacerations to 2 fingers of left hand,No,12h00,,"Patrick Air Force Base, Brevard County,Florida,USA",28.2422228,-80.60910739343556
1553,03-Sep-1981,1981.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,laceration to foot,No,Morning,,"Cocoa Beach, Brevard County,Florida,USA",28.3194741,-80.6102592
1554,29-Aug-1981,1981.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,laceration to left ankle,No,,6' shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1555,24-Aug-1981,1981.0,Provoked,USA,Florida,Gulf Island National Seashore Park,fishing,"shot shark, then it bit him. puncture wounds on leg  provoked incident",No,,"1.8 m [6'] shark, species identity questionable","Gulf Island National Seashore Park,Florida,USA",30.2369736,-88.68042953504445
1556,10-Aug-1981,1981.0,Unprovoked,USA,Florida,"Marathon, Monroe County",diving,bite to face,No,,small nurse shark,"Marathon, Monroe County,Florida,USA",24.7137524,-81.0903512
1557,20-Jul-1981,1981.0,Unprovoked,USA,Florida,"St. Petersburg Beach, Pinellas County",swimming,"foot bitten between arch & big toe, no stitches required",No,,"""sandshark""","St. Petersburg Beach, Pinellas County,Florida,USA",27.7703796,-82.6695085
1558,01-Jul-1981,1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Clansthal,fishing,laceration to calf,No,,"""gray shark""","Clansthal,KwaZulu-Natal,SOUTH AFRICA",-30.2402778,30.7822222
1559,Reported 15-Jun-1981,1981.0,Boat,ENGLAND,,Isle of Wight,fishing,minor injuries from shark that leapt aboard their boat,No,,"13', 400-lb thresher shark","Isle of Wight,nan,ENGLAND",50.67108245,-1.3328042802764226
1560,24-May-1981,1981.0,Unprovoked,USA,Hawaii,"Ha'ena Beach Park, Kaua'i",fishing,"fatal, disappeared, dive gear & shredded tooth-marked wetsuit were recovered",Yes,,,"Ha'ena Beach Park, Kaua'i,Hawaii,USA",22.2198251,-159.5661413411804
1561,16-May-1981,1981.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",diving,left arm bitten,No,,lemon shark,"Jacksonville, Duval County,Florida,USA",30.3321838,-81.655651
1562,25-Mar-1981,1981.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",walking,"lacerations on calf, ankle & heel",No,15h00,"1.2 m to 1.5 m [4' to 5'] bull, sandbar or dusky shark","Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1563,24-Mar-1981,1981.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,puncture wounds on  right thigh,No,17h30,c. maculpinnis or c. limbatus,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1564,Mar-1981,1981.0,Unprovoked,BRAZIL,Rio de Janeiro,Cabo Frio,diving,,No,,white shark,"Cabo Frio,Rio de Janeiro,BRAZIL",-22.8804369,-42.0189227
1565,19-Feb-1981,1981.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,swimming,foot lacerated,No,17h20,juvenile dusky or blacktip shark,"Umtentweni,KwaZulu-Natal,SOUTH AFRICA",-30.7233333,30.4611111
1566,02-Feb-1981,1981.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",surfing,lacerations & punctures in left calf & ankle,No,13h30,1.8 m to 2.4 m [6' to 8'] hammerhead shark,"Juno Beach, Palm Beach County,Florida,USA",26.8797819,-80.0533743
1567,Feb-1981,1981.0,Unprovoked,BRAZIL,Rio de Janeiro,Cabo Frio,fishing,left arm lacerated,No,,,"Cabo Frio,Rio de Janeiro,BRAZIL",-22.8804369,-42.0189227
1568,1981,1981.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,skiing,"no injury, ski bitten",No,07h00,"tiger shark, 2.5 m","Byron Bay,New South Wales,AUSTRALIA",-28.6483333,153.6177778
1569,18-Nov-1980,1980.0,Unprovoked,AUSTRALIA,Western Australia,Lancelin,swimming,"right shoulder bitten, puncture wounds on chest & lacerations on his back",No,,,"Lancelin,Western Australia,AUSTRALIA",-31.0225285,115.3301909
1570,11-Nov-1980,1980.0,Unprovoked,BRAZIL,Pernambuco,Piedade,swimming,fatal,Yes,,,"Piedade,Pernambuco,BRAZIL",-8.1760585,-34.917877
1571,17-Oct-1980,1980.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,no injury,No,09h30,4 m to 5 m [13' to 16.5'] white shark,"Moonstone Beach, Humboldt County,California,USA",41.029806,-124.110878
1572,10-Aug-1980,1980.0,Unprovoked,USA,North Carolina,"Ocean Isle, Brunswick County",walking,bitten behind knee & lower leg,No,,,"Ocean Isle, Brunswick County,North Carolina,USA",33.8943393,-78.426672
1573,26-Jul-1980,1980.0,Unprovoked,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",diving,thigh injured,No,,blue shark,"San Juan de la Rambla, Tenerife,Canary Islands,SPAIN",28.35197555,-16.623953061265908
1574,27-Jul-1980,1980.0,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",surfing,back bitten,No,15h00,,"Ocean City, Cape May County,New Jersey,USA",39.2776156,-74.5746001
1575,23-Jul-1980,1980.0,Unprovoked,USA,Delaware,Dewey Beach,other,"no injury, shark bit her bathing suit",No,Afternoon,4' to 8' shark,"Dewey Beach,Delaware,USA",38.691184,-75.0752724
1576,Early Jul-1980,1980.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,lower leg bitten,No,,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1577,Apr-1980,1980.0,Unprovoked,MEXICO,Sinaloa,Mazatlán,surfing,right calf bitten,No,Early afternoon,tiger shark,"Mazatlán,Sinaloa,MEXICO",23.2313053,-106.4153144
1578,15-Mar-1980,1980.0,Sea Disaster,PHILIPPINES,,250 miles southwest of Manila,sailing,fatal,Yes,,,"250 miles southwest of Manila,nan,PHILIPPINES",14.7054057,121.1032975
1579,31-Jan-1980,1980.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Ballito,other,"both hands & heel of left foot lacerated, right foot severed",No,14h45,"2.8 m [9'3""] white shark","Ballito,KwaZulu-Natal,SOUTH AFRICA",-29.543864,31.214517
1580,15-Jan-1980,1980.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Ansteys,fishing,"no injury, rammed & catapulted from the water by shark after he shot at it & missed provoked incident",No,05h00,"2 m [6'9""] zambesi shark","Ansteys,KwaZulu-Natal,SOUTH AFRICA",-29.8583447,31.02120903098081
1581,27-Nov-1979,1979.0,Unprovoked,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",surfing,multiple major injuries,No,10h20,"white shark, 4 m [13']","Haystack Rock, Cannon Beach, Clatsop County,Oregon,USA",45.8844228,-123.96839928259068
1582,14-Sep-1979,1979.0,Unprovoked,AUSTRALIA,New South Wales,Byron Bay,diving,leg bitten,No,,"""a small shark""","Byron Bay,New South Wales,AUSTRALIA",-28.6483333,153.6177778
1583,28-Aug-1979,1979.0,Unprovoked,HONG KONG,,Mirs Bay,swimming,"leg severed, fatal",Yes,,,"Mirs Bay,nan,HONG KONG",22.48988395,114.4011686786859
1584,05-Aug-1979,1979.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",sailing,lacerations to foot,No,,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1585,24-Mar-1979,1979.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",surfing,foot & ankle bitten,No,11h30,blacktip or spinner shark,"Singer Island, Riviera Beach, Palm Beach County,Florida,USA",26.7850625,-80.0375408
1586,11-Mar-1979,1979.0,Unprovoked,USA,California,"Ano Nuevo Island, San Mateo, County",diving,"no injury, swim fin bitten",No,10h00,"white shark, 4 m to 5 m [13' to 16.5']","Ano Nuevo Island, San Mateo, County,California,USA",37.10829805,-122.33682377207748
1587,1979,1979.0,Unprovoked,USA,Hawaii,"South Kohala, Hawai'i",fishing,"fatal, disappeared while fishing from shore, divers recovered his hand",Yes,,,"South Kohala, Hawai'i,Hawaii,USA",20.0749887,-155.7186917
1588,29-Dec-1978,1978.0,Unprovoked,AUSTRALIA,Queensland,Bribie Island,other,survived,No,,,"Bribie Island,Queensland,AUSTRALIA",-26.9886055,153.132733
1589,12-Dec-1978,1978.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sodwana,fishing,"fatal, legs bitten",Yes,16h45,"white shark, 2.3 m [7.5'], tooth fragment recovered","Sodwana,KwaZulu-Natal,SOUTH AFRICA",-27.5678541,32.6531764
1590,23-Nov-1978,1978.0,Unprovoked,USA,Florida,"Jupiter, Palm Beach County",surfing,hand lacerated,No,,,"Jupiter, Palm Beach County,Florida,USA",26.9342246,-80.0942087
1591,05-Aug-1978,1978.0,Unprovoked,USA,California,"Pajaro Dunes, Santa Cruz County",walking,punctures on leg (minor injury),No,12h45,"2 m [6'9""] shark","Pajaro Dunes, Santa Cruz County,California,USA",36.8673852,-121.8183169
1592,19-Jul-1978,1978.0,Provoked,USA,California,"Newport Beach, Orange County",fishing,laceration to leg by hooked shark  provoked incident,No,,,"Newport Beach, Orange County,California,USA",33.6170092,-117.9294401
1593,21-Jun-1978,1978.0,Unprovoked,USA,Florida,"Neptune Beach, Duval County",surfing,foot nipped,No,,,"Neptune Beach, Duval County,Florida,USA",30.311908,-81.3964734
1594,Apr-1978`,1978.0,Unprovoked,AUSTRALIA,Tasmania,Beechford,diving,thigh bitten,No,,"sevengill shark, 2.4 m","Beechford,Tasmania,AUSTRALIA",-41.0275491,146.9513643
1595,07-Jan-1978,1978.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Glenashley,surfing,"left leg, ankle & foot bitten",No,12h45,thought to involve a blacktip shark,"Glenashley,KwaZulu-Natal,SOUTH AFRICA",-29.7619858,31.05913023767922
1596,1978,1978.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",surfing,foot bitten,No,,,"Cocoa Beach, Brevard County,Florida,USA",28.3194741,-80.6102592
1597,02-Jul-1977,1977.0,Sea Disaster,USA,California,"Off San Diego, San Diego County",sailing,laceration to right hand,No,Night,,"Off San Diego, San Diego County,California,USA",33.0494418,-116.3006336
1598,26-Jun-1977,1977.0,Provoked,USA,Florida,"12 miles northeast of Mayport,  Duval County",fishing,"provoked incident    diver poked shark with spear, then shark bit his right foot",No,Late afternoon,"bull shark, 8","12 miles northeast of Mayport,  Duval County,Florida,USA",30.3634912969536,-81.418570746736
1599,06-Jun-1977,1977.0,Unprovoked,USA,Texas,Padre Island,fishing,lacerations to wrist,No,,"bull shark, 4' to 5'","Padre Island,Texas,USA",26.8445017,-97.3677593
1600,26-Apr-1977,1977.0,Unprovoked,AUSTRALIA,Queensland,Tallebudgera,other,survived,No,,,"Tallebudgera,Queensland,AUSTRALIA",-28.1401272,153.428695
1601,21-Apr-1977,1977.0,Unprovoked,USA,Hawaii,"Ka'anapali, Maui",swimming,arm bitten,No,,1.2 m [4'] shark,"Ka'anapali, Maui,Hawaii,USA",20.933395,-156.68342882198613
1602,Feb-1977,1977.0,Unprovoked,NEW CALEDONIA,,I'le Ouen,other,face & thorax bitten,No,,,"I'le Ouen,nan,NEW CALEDONIA",-22.4303634,166.80489098141513
1603,29-Dec-1976,1976.0,Unprovoked,AUSTRALIA,Queensland,Caloundra,other,survived,No,,,"Caloundra,Queensland,AUSTRALIA",-26.7981633,153.1354434
1604,18-Dec-1976,1976.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",diving,buttocks & hip bitten,No,09h00,"white shark, 5.5 m [18']","San Miguel Island, Santa Barbara County,California,USA",34.045202450000005,-120.37952995411791
1605,25-Nov-1976,1976.0,Unprovoked,USA,Florida,"Delray Beach, Palm Beach County",surfing,"right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",No,10h55,2.1 m [7'] lemon shark or bull shark,"Delray Beach, Palm Beach County,Florida,USA",26.4614625,-80.0728201
1606,18-Oct-1976,1976.0,Unprovoked,USA,California,"Moonstone Beach, Humboldt County",surfing,leg bitten,No,14h30,"white shark, 3 m to 4 m [10' to 13']","Moonstone Beach, Humboldt County,California,USA",41.029806,-124.110878
1607,22-Sep-1976,1976.0,Sea Disaster,NEW CALEDONIA,,Sarcelle,ep_boats,it was believed that survivors were killed by sharks,No,,,"Sarcelle,nan,NEW CALEDONIA",-22.2045334,166.4562613
1608,19-Sep-1976,1976.0,Unprovoked,AUSTRALIA,South Australia,"Point Lowly, north of Whyalla",diving,"right leg bitten below the knee, left ankle & foot lacerated",No,,2.7 m  [9'] shark,"Point Lowly, north of Whyalla,South Australia,AUSTRALIA",-32.99431675,137.78067011482975
1609,12-Sep-1976,1976.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",swimming,fatal,Yes,,,"Jacksonville, Duval County,Florida,USA",30.3321838,-81.655651
1610,12-Sep-1976,1976.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",swimming,fatal,Yes,,,"Jacksonville, Duval County,Florida,USA",30.3321838,-81.655651
1611,06-Sep-1976,1976.0,Unprovoked,USA,Florida,"Sebastian, Indian River County",surfing,laceration to left lower leg,No,14h00,"tiger shark, 6'","Sebastian, Indian River County,Florida,USA",27.816415,-80.4706078
1612,24-Aug-1976,1976.0,Unprovoked,USA,Oregon,Winchester Bay,surfing,"no injury, board bitten",No,14h00,"white shark, 4.5 m","Winchester Bay,Oregon,USA",43.67760655,-124.17378858948894
1613,24-Jul-1976,1976.0,Unprovoked,USA,Florida,St. Lucie County,fishing,lacerations to forearms,No,10h30,,"St. Lucie County,Florida,USA",27.3900897,-80.457904
1614,16-Jul-1976,1976.0,Unprovoked,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",diving,"fatal, disappeared while diving, lower portion of body recovered",Yes,,,"Maha'ulepu, Koloa, Kaua'i,Hawaii,USA",21.899958,-159.4519691
1615,12-Jul-1976,1976.0,Unprovoked,USA,Florida,St. Lucie County,fishing,"""lost part of a finger""",No,,6' to 8' shark,"St. Lucie County,Florida,USA",27.3900897,-80.457904
1616,23-Jun-1976,1976.0,Unprovoked,USA,Florida,"St. Andrews State Park, Bay County",diving,lacerations to right arm,No,Night,12' to 14' shark,"St. Andrews State Park, Bay County,Florida,USA",30.13122685,-85.7360288160103
1617,Reported 02-Jun-1976,1976.0,Provoked,ITALY,Reggio Calabria Province,Bovalino,fishing,shark rammed boat provoked incident,No,,"blue shark, 2m","Bovalino,Reggio Calabria Province,ITALY",38.148971,16.174004
1618,01-Jun-1976,1976.0,Boat,AUSTRALIA,Queensland,Off Stradbroke Island,sailing,"shark jumped in boat, hitting her in the face & knocking her unconscious",No,,1.5 m [5'] shark,"Off Stradbroke Island,Queensland,AUSTRALIA",-27.6919018,153.3782321
1619,12-Mar-1976,1976.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",other,lacerations to left leg,No,14h30,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1620,12-Jan-1976,1976.0,Unprovoked,AUSTRALIA,Queensland,Harvey Bay,other,survived,No,,,"Harvey Bay,Queensland,AUSTRALIA",-25.576668,151.896393
1621,08-Jan-1976,1976.0,Unprovoked,USA,Florida,"Off Fort Pierce, St Lucie County",fishing,puncture wounds to head & neck,No,,6' shark,"Off Fort Pierce, St Lucie County,Florida,USA",27.3933242,-80.3714259
1622,1976,1976.0,Unprovoked,USA,Hawaii,"Off Lahaina, Maui",diving,"fatal, lost consciousness at depth of 180'. large sharks seen near partial remains of body",Yes,,,"Off Lahaina, Maui,Hawaii,USA",20.8738769,-156.6776784
1623,29-Dec-1975,1975.0,Boat,AUSTRALIA,South Australia,Glenelg,other,"no injury, shark charged & rammed boat several times",No,,2.4 m [8'] shark,"Glenelg,South Australia,AUSTRALIA",-34.9803673,138.5143342
1624,06-Dec-1975,1975.0,Unprovoked,USA,California,Farallon Islands,fishing,leg bitten,No,12h00,white shark,"Farallon Islands,California,USA",37.7332634,-123.0344446
1625,19-Nov-1975,1975.0,Unprovoked,AUSTRALIA,New South Wales,"Queenscliff, Sydney",other,laceration to posterior thigh,No,,5' shark,"Queenscliff, Sydney,New South Wales,AUSTRALIA",-33.7823916,151.2854011
1626,19-Nov-1975,1975.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",other,left foot lacerated,No,10h00,juvenile dusky shark,"South Beach, Durban,KwaZulu-Natal,SOUTH AFRICA",-29.8620274,31.037410200593246
1627,07-Nov-1975,1975.0,Unprovoked,AUSTRALIA,Queensland,Lookout Point,other,puncture wounds in hand,No,,,"Lookout Point,Queensland,AUSTRALIA",-27.4881429,152.8228502
1628,02-Nov-1975,1975.0,Unprovoked,USA,Florida,"Crescent Beach, St. Johns County",surfing,foot bitten,No,,6' shark,"Crescent Beach, St. Johns County,Florida,USA",29.738289,-81.24230475946248
1629,12-Oct-1975,1975.0,Unprovoked,AUSTRALIA,New South Wales,"Lennox Head, Ballina",surfing,"cracked jaw & broken tooth, shark took chunk out of surfboard",No,,bronze whaler,"Lennox Head, Ballina,New South Wales,AUSTRALIA",-28.7910334,153.5878047
1630,Sep-1975,1975.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,skiing,right foot & ankle lacerated,No,,1.2 m [4'] shark,"Richards Bay,KwaZulu-Natal,SOUTH AFRICA",-28.7707857,32.0577775
1631,12-Aug-1975,1975.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",sailing,"calf bitten, leg surgically amputated below the knee  note: by late august, 3 more bathers had been bitten by sharks at daytona beach",No,12h00,1.5 m [5'] shark,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1632,26-Jul-1975,1975.0,Unprovoked,AUSTRALIA,Queensland,Maroochydore,surfing,buttocks & leg bitten,No,,12' shark,"Maroochydore,Queensland,AUSTRALIA",-26.6556523,153.0946684
1633,19-Jul-1975,1975.0,Unprovoked,USA,California,"Point Conception, Santa Barbara County",diving,"no injury, swim fin torn",No,13h30,"white shark, 5m to 6m","Point Conception, Santa Barbara County,California,USA",34.448613,-120.4717299
1634,15-Jul-1975,1975.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",swimming,arm lacerated,No,Mid-morning,1.2 m [4'] shark,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1635,04-Jul-1975,1975.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",surfing,"foot bitten, tendons damaged",No,,,"Indiatlantic, Brevard County,Florida,USA",28.1002928,-80.5733857
1636,23-Jun-1975,1975.0,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",other,hand & wrist bitten,No,14h30,,"North Myrtle Beach, Horry County,South Carolina,USA",33.8278405,-78.6800323
1637,Reported 02-Jun-1975,1975.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",surfing,"no injury, board bumped",No,,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
1638,Jun-1975,1975.0,Provoked,USA,Florida," New Smyrna Beach, Volusia County",other,slightly injured when he stepped on a shark provoked incident,No,,," New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1639,25-May-1975,1975.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",surfing,right foot bitten,No,10h00,,"New Smyrna Beach, Volusia County,Florida,USA",29.0258132,-80.9271271
1640,20-May 1975,1975.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",other,leg bitten,No,,,"Daytona Beach, Volusia County,Florida,USA",29.2108147,-81.0228331
